Timestamp,Temperature,Gas,LDR,Fire,Temp_Status,Gas_Status,LDR_Status,Fire_Status
2025-04-18 08:39:31,30,238,239,007E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,48,244,33,11DE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,29,296,8,0ECE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,6,224,19,01EE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,36,299,69,089E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,32,204,106,125E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,41,209,224,011E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,45,213,119,06CE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,4,280,112,04BE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,7,253,195,0AAE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,48,215,223,007E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,45,256,266,112E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,33,257,63,052E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,39,213,3,083E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,31,279,290,0D2E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,9,235,130,03AE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,44,206,19,09BE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,16,231,88,0DDE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,44,212,300,001E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,50,265,86,087E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,40,240,109,006E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,5,238,197,0B6E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,36,227,62,02DE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,18,232,126,116E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,10,245,230,117E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,50,296,227,0E5E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,30,214,133,0C0E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,45,241,185,09EE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,40,239,226,0FBE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,21,212,198,05DE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,47,268,138,062E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,40,209,154,0FAE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,42,261,267,004E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,23,256,104,097E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,24,253,83,0BFE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,34,283,26,01EE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,40,252,242,0D4E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,23,267,197,064E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,6,265,126,0ECE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,5,215,239,01DE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,15,266,38,066E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,42,260,228,087E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,1,254,12,058E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,40,213,262,072E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,43,262,9,03CE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,29,273,260,121E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,13,286,178,08AE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,33,264,38,121E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,1,210,223,052E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,8,205,136,0B9E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,28,235,224,0B8E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,32,249,57,0CBE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,39,243,158,11FE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,8,289,48,0FEE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,37,277,177,0B7E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,1,265,42,063E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,38,292,181,11FE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,47,229,235,087E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,26,267,17,038E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,41,236,8,0B4E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,31,269,150,00EE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,16,226,227,015E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,25,253,49,01EE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,34,290,45,0F9E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,32,256,267,05DE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,12,255,264,0DEE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,10,257,19,0ABE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,13,230,69,0FEE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,38,293,235,02EE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,44,218,4,008E,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,0,206,100,09DE,Normal,Normal,Bright,Strong Flame
2025-04-18 08:39:31,24,249,32,214E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,50,299,14,18BE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,5,252,231,18BE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,43,202,198,153E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,35,203,32,20AE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,11,264,268,252E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,48,200,212,159E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,21,258,292,1D6E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,14,201,152,14FE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,19,212,252,19BE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,42,218,167,13BE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,16,242,169,1DFE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,38,225,139,19DE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,50,275,264,191E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,5,211,157,164E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,4,227,220,1B7E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,20,225,59,16FE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,25,226,35,223E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,1,292,203,1FBE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,32,245,150,1F8E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,50,212,175,1AEE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,45,207,43,1F6E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,4,274,56,1BAE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,47,268,201,173E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,27,228,291,170E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,1,226,101,1A5E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,42,259,85,1D8E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,13,270,244,198E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,11,293,243,1FDE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,24,226,105,1B0E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,22,286,205,148E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,28,272,152,18DE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,44,260,70,1A6E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,27,221,102,186E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,22,275,135,19AE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,4,298,157,1BAE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,9,213,227,1F3E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,17,294,273,1B7E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,50,262,231,16EE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,18,251,16,235E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,29,232,272,15EE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,46,257,49,14EE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,9,270,282,1E1E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,8,288,251,1CDE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,20,210,122,1DBE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,19,273,62,21AE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,39,238,125,172E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,7,201,154,189E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,33,231,173,1CBE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,25,220,242,248E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,20,208,298,193E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,32,296,236,1B0E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,42,259,235,20FE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,23,266,292,148E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,25,273,226,1C4E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,17,214,235,1B0E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,5,206,227,153E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,22,253,66,231E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,40,275,188,183E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,19,242,300,18BE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,34,241,184,1DDE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,30,266,191,249E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,35,229,247,204E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,44,251,181,1D0E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,14,283,267,159E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,24,216,41,20DE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,27,280,162,1EBE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,25,229,288,131E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,39,288,19,1E0E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,42,214,92,241E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,17,294,295,242E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,17,247,218,152E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,5,208,300,1B0E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,1,298,98,1A2E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,0,280,152,1A9E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,22,299,6,15EE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,14,298,242,224E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,40,278,127,219E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,14,202,24,239E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,31,278,95,20BE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,29,235,25,195E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,26,256,267,1C6E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,0,210,288,212E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,43,215,282,166E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,46,214,64,1BAE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,15,282,137,227E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,37,247,192,22FE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,32,274,79,1F4E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,47,274,134,227E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,15,278,197,1FCE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,27,204,119,1C5E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,22,276,299,12EE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,20,218,280,1EDE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,7,210,142,1E8E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,44,279,265,1EDE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,22,225,231,166E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,16,213,104,151E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,23,212,163,23AE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,31,244,264,12EE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,21,233,247,228E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,46,242,182,230E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,33,268,121,226E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,4,282,118,1C6E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,0,238,110,1A0E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,21,291,118,24AE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,28,260,41,222E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,43,259,95,1EEE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,49,287,207,235E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,18,226,88,1C4E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,5,254,254,21BE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,13,222,128,22AE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,17,250,284,1DCE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,10,213,298,247E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,2,243,257,184E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,23,233,120,1D6E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,0,279,237,1F9E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,49,240,253,1CFE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,43,218,248,254E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,45,240,139,160E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,45,251,238,202E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,43,291,91,188E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,32,208,61,1A8E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,40,216,100,1D9E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,2,239,236,185E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,14,210,179,17EE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,20,288,118,246E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,10,224,267,1DCE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,22,253,226,1F5E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,4,231,250,1C3E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,16,211,191,17CE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,49,221,135,1F5E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,36,273,123,1B0E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,45,287,115,179E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,21,296,228,133E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,25,257,56,257E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,30,238,133,1F8E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,4,215,271,236E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,7,202,97,173E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,22,201,183,13FE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,5,240,97,1ADE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,4,226,162,1CAE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,29,222,39,1C3E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,47,237,47,208E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,20,240,253,145E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,27,208,147,1C2E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,20,276,288,142E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,32,296,20,182E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,28,212,13,152E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,37,244,190,157E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,18,271,288,1ABE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,15,221,53,17FE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,4,216,135,206E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,26,267,128,141E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,19,259,83,15CE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,31,271,287,216E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,11,247,180,210E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,14,236,127,247E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,14,277,81,14CE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,36,252,32,1C7E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,41,227,176,219E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,8,209,263,153E,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,5,298,62,16AE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,39,265,297,1BAE,Normal,Normal,Bright,Weak Flame
2025-04-18 08:39:31,50,226,21,1C7E,Normal,Normal,Bright,Weak Flame
