IR Sensor,Smoke (PPM),Temperature (°C),O2 Level (%),Voltage (V),Fire Risk Level
0,318.8138062970863,29.22560123975576,15.644512722072632,4.754191994000798,2
0,510.2851984455875,59.67434810241144,20.597809631154767,4.957721573887527,2
0,390.39998841497095,62.197547833533086,20.14719150787921,5.082723374314501,2
1,330.15644676688026,76.87632905840749,15.176660641993884,5.113043171834781,2
0,530.4749261197427,72.39329816433283,18.60973419963224,5.074587606991522,2
0,233.49478888463963,58.63141795306472,18.203950022477517,5.184553544789959,2
0,106.93403884142984,22.641091989130857,19.491574186265293,4.867453637118565,1
0,237.72385466777277,49.10580632584066,20.628224466442152,4.9188849622187725,2
0,119.70520047123134,59.91971790660892,18.132816657360475,4.5428642098813325,2
0,176.67962936479665,50.36171510244213,16.333119470251134,4.540172096332498,2
0,550.2457879437816,56.54402395472219,20.16469013724377,4.793298957908949,2
0,563.4558902372105,67.29589862439485,18.61232937923113,4.829448676104254,2
0,193.3852638461912,55.75199672951511,17.598805844587236,4.644062350830257,2
1,379.7342046844375,36.82131489437826,19.17187525936417,5.186573371803418,2
0,332.83958174810107,57.711618503008864,19.253506704196184,4.968901344550119,2
1,433.3279210298424,52.11729722386024,19.8871744968688,4.961136035182514,2
0,259.4070359981681,39.855115232176765,14.679544148083052,5.1882272869254615,2
0,565.4367957633569,44.41822629523318,14.068039971691578,4.947789016611112,2
1,306.9028072540654,44.96754890072488,14.613348480439292,4.514703444453496,2
0,302.21504804727584,27.40607469642481,20.773572570780612,5.0658570858536365,2
0,267.97953814499715,37.86808419054472,18.54835521821085,4.6457992414347045,2
0,99.87775879458532,35.4209320803579,20.48612340452959,4.6320795609701095,1
0,447.7687327440034,24.05784813402711,18.972079865304984,4.633279158513222,2
1,79.53245136295729,58.52481820651089,16.132444756689882,4.547194036483859,2
1,124.68918160781288,50.11644193888897,16.093108552162732,4.553465559783934,2
1,191.7938938511918,30.285151739873516,19.557005456221376,4.732045566906224,2
0,430.9577947896611,53.01879206457944,16.029496273042465,4.667807291012513,2
0,173.97900588541577,67.86313028736119,20.93204462033857,5.093776719272469,2
0,512.1864090664806,57.92115286447599,16.937535066874943,5.153275903668943,2
0,599.428391255467,40.49457079924177,15.85119757832275,4.909170053893225,2
0,470.6486907620307,20.78427312148732,20.50305809553376,5.015365337861748,2
0,419.8708603718839,20.22456502090869,20.47498368169021,5.181611662743708,2
1,253.21741315129324,42.28153514179387,17.474192596752445,4.85689012935096,2
0,377.4684194548034,46.27156117919598,18.787166451360427,4.691721560684342,2
1,536.7178034539527,30.73418740221919,19.912586000391357,4.998049818411758,2
0,522.084992425596,55.50946596715138,14.288195129357224,4.668168169157784,2
0,490.3497063183913,63.63345896473465,15.256906237124989,4.835602238162111,2
0,390.7379692337252,38.07133248616962,15.006934919036096,4.977017040555351,2
0,309.051011155923,45.20081895083823,19.8001810403329,4.750555877136545,2
0,404.9211720858242,49.11160174001991,18.178127009682026,4.52585598210645,2
0,311.6468932942512,68.40511925305464,14.587122490798766,4.653551652504506,2
0,564.6645483942924,78.17294572988388,20.49984794947912,4.821446188443001,2
0,449.90310202063336,77.26626688185478,14.684757961000065,4.820945517651522,2
0,338.74247483859347,65.77380245326975,20.699834696762025,4.608994335459561,2
0,483.81155670664685,34.165068876169904,18.162917101164528,4.584630112830927,2
0,538.4625707596215,50.61407790682583,19.228479571731903,5.1965477780768845,2
0,256.3344525073549,27.02184778533149,19.11914360236377,4.93862831874714,2
0,319.6351041609407,60.16994382596575,16.099199562985742,4.797538212335212,2
0,68.30656391832682,67.10499964051701,19.507245627734846,4.825548652630599,2
0,581.4589910790918,64.16295166742239,20.14295393110712,4.927313860756145,2
0,206.3652020549796,38.1179973172038,18.848456697705423,4.676767868377723,2
0,312.8074298209536,77.36305940956208,19.659251373063885,4.806813841709729,2
0,166.69920279166635,74.9758184654697,18.004194343289132,5.034270419704763,2
1,249.07246529188552,62.22224185390126,14.255419714830689,4.55455481468209,2
0,102.69931415627296,37.31471732530753,17.953051392132217,4.87378739981554,1
0,155.65877990070413,34.1660412933736,15.84158953197819,4.516900455579809,2
1,448.2798186260853,72.51689231633034,15.956687719939223,4.821024355261717,2
0,595.8433246344408,69.63210066485021,14.016372643932176,4.7533066355293085,2
0,447.4595589671112,67.3986334485011,18.369998629802787,5.142900293363667,2
0,460.6644931787922,58.06777650166245,14.066076695496797,4.668142764061996,2
0,394.70023011275,39.77564101716398,16.311780472789962,4.735712469180703,2
0,492.15338154729073,60.64188622226463,15.97798206132569,4.825927929115941,2
0,593.1669619661329,33.75673017797936,14.475514434156729,4.677872859115365,2
0,436.5318038294446,36.21792502706143,20.738846992145834,4.877782884725992,2
0,64.90633327760084,79.35197589472288,15.063153169503543,4.692758583109947,2
0,299.54761655418554,25.670050127363886,17.075083712907695,4.793665835568497,2
0,509.4276684051722,44.634268387630726,15.247495260086236,4.931169407417235,2
0,242.57302512990515,33.65773778836055,16.312540488458446,4.673716990239657,2
0,368.46796788944994,29.462290893091776,18.52664027699802,5.043372173555197,2
0,165.98739159601308,71.57833641861552,16.185851629202027,5.109407658958026,2
0,211.72484835612192,42.59989716228252,18.489382543702245,5.0986393002079,2
0,227.7189349227803,60.15446414645922,17.71899774482595,4.673191697782108,2
0,436.1421441865082,23.741013005368995,17.906839247653703,4.841458282708825,2
1,262.3707365831977,41.72020928318935,16.951935200958673,4.86759366232131,2
1,385.3510200703165,66.82972983929031,19.53952814031088,5.021745420437314,2
1,481.7661369802357,58.990116082231424,18.337526841739177,4.855458098869838,2
1,302.86384915152723,46.70771513791652,16.72127307856072,4.679491563782607,2
0,361.456611564482,29.12552382548196,17.35096093465126,4.696227302590652,2
0,564.7106178670729,55.29506434260413,16.862584529978385,4.906522254518504,2
0,326.43940653990194,38.75323798955582,14.983831159304998,4.80859611258895,2
0,185.55435431180595,53.810365147466506,17.23513090851741,4.509352012594643,2
1,500.6959129846935,22.22862040763243,17.932498186661736,4.629261273383852,2
0,85.93825436589938,22.198853617028888,14.18200804670417,4.599197821163016,2
0,317.0987823432554,35.47663865692717,17.649737403912294,4.87932550471161,2
0,246.77262285548773,21.235529959102667,17.814547873999118,5.074124707658726,2
1,50.49534366952121,43.87868978482764,14.110289754578698,5.107514260657305,2
0,326.1015159096508,63.62944363253433,20.12176942341498,4.627746115603868,2
0,506.3596894027891,70.85263066177393,18.06528853965025,4.6673552433312535,2
0,135.47685372720855,56.64879891917652,19.054072816147343,4.63569086127313,2
1,68.01892498841265,65.38687555466598,14.701235109349003,4.515477316276471,2
0,508.73458684293087,26.27326222773152,16.179113572253275,4.967122360036629,2
0,306.3732343707433,36.57795668513026,20.83657932049443,4.917493052686035,2
0,76.17275028878154,35.943334745547574,19.855012312457195,4.88535157475098,1
0,333.4229998763508,33.465267452783856,19.48635963451143,5.019052936614248,2
0,527.4477969405907,52.35246044315031,17.524379476109754,5.179652416909192,2
0,588.5429056835198,72.16368430925019,17.159402355163515,4.888143265624672,2
0,505.2957761609929,68.99122494882741,20.779468050572813,5.020294732448058,2
0,459.5114837607138,26.67569048612157,16.75522328654974,4.987091480041409,2
0,89.97934958987052,51.12364807794151,16.87349651936298,4.738976118652199,2
0,149.1004911224524,49.0996183382909,17.837642084082237,5.00519987227313,1
0,596.6696030008183,53.38664485039517,19.554169655073235,4.598288842669255,2
0,556.9036808933702,43.87706772059185,14.323635608154664,5.060780654116664,2
0,292.42321181400405,23.91290362670068,14.901993458601329,5.125887952266643,2
0,471.1336550991172,66.63041414186468,14.641725370073614,4.65843810139598,2
0,591.1583320375314,77.73412847684544,17.037273086220434,5.166693216467855,2
0,141.71099631797222,30.00823475575875,16.876200655808425,4.894756698693786,2
0,164.75989861216897,63.33505548569066,18.823452892247587,4.544778917116399,2
0,118.11245071969373,77.70713438448144,16.584161484856775,4.947782595146366,2
0,567.4889663671256,77.88789733870166,18.556439558130247,5.123921424619375,2
0,410.71109408529,22.83094327709801,19.671421595829045,5.129996991655982,2
0,92.98105670777582,30.720051075966115,19.125488367235278,4.500098907843517,1
0,77.08497504983171,39.595322889466274,18.340608229238697,4.938370479171587,1
0,597.1980085146002,78.38314148364239,19.857710811309133,5.195503484964543,2
0,156.6145275281088,43.7940085895587,20.16899454710451,5.09578535204159,2
0,291.43237903548044,72.73622449982295,14.69846316136325,4.646631972923083,2
0,275.8982560204348,77.81887184236271,15.34992999666724,4.5144706625469055,2
0,183.91728361527063,45.087548822215,15.152837565012684,4.847503831051014,2
1,528.2566247636566,20.178616800552888,14.4571843829272,4.724290759586364,2
0,321.0071082509666,47.65348984302779,14.021030959087891,5.046250261880712,2
0,247.90298236908595,28.570423290281774,16.40501846447316,5.026142538785673,2
1,502.9115228743754,39.105721333273415,19.993470579602256,4.943507601516968,2
1,468.9964735177251,65.65489324927034,14.580433584671963,4.741046566447418,2
1,437.04692410644776,45.67016752905352,14.637909099546352,4.684528177866149,2
0,386.6748998878882,41.32053027924887,19.512376511227917,4.9586131327924905,2
0,201.38226511391875,32.4369152630885,20.38482548502771,4.64110749295438,2
1,213.4565891750873,57.11312905469368,14.31439983283516,5.10106930017617,2
0,170.59985265732888,73.91684873436782,18.94358040559336,5.09447746380057,2
1,156.97061168018277,66.30722949394399,17.60781099271959,4.551859652246994,2
0,599.2873811553004,50.05573535682641,18.260132624074924,4.920675168895475,2
0,192.58786347076355,55.03575019581486,14.077692238742124,5.018025656681704,2
0,401.9584343270769,70.29559483640651,19.2766532810224,5.181842619454692,2
0,61.42613826015772,67.91994701664399,16.433681686314983,5.007946696757851,2
0,315.6058754536368,54.1061910533365,16.546295873458046,4.837082744499034,2
0,553.8070708124442,78.18993667233295,15.725151194747834,4.953427224528864,2
1,227.16703550619889,58.86475953039528,17.48065021681631,5.19969931381356,2
0,444.4971751500188,64.03282135420044,15.580070793736525,4.8685650106760905,2
1,185.4695933613405,54.96308529649747,16.308771952575412,4.6400093199074215,2
0,338.93681290175743,60.59862435560154,15.687377655340663,5.00918251786269,2
0,356.6203182920466,62.66736752694529,19.52453759342473,4.622899654542456,2
0,428.779648817384,49.74628553828398,15.228671533363984,4.727077027044241,2
0,569.2572287189821,52.18555693312164,20.793035674116155,5.08956751979608,2
0,498.2333914630567,40.262615234715824,17.586397476648724,4.975907408262716,2
0,523.022481451298,66.05634301998043,16.858383928004073,4.972491199703868,2
0,257.40220439035136,56.10489472298696,20.926361476984304,4.626530952452734,2
0,563.4939161956689,73.77850675683705,19.445827261665837,4.634101619281185,2
0,379.1478253730776,75.73876824585174,19.36225818647593,5.019389856474233,2
0,238.2579248612488,49.22225220229642,14.966268195860572,4.611845248150869,2
0,509.4927106973096,23.478343949934104,20.68035453441051,4.70794187144016,2
0,451.96628254073903,58.907756255358045,20.398812172876006,5.032935712993993,2
0,492.4672841713097,28.458248843534307,16.297958403767325,5.1326068841446455,2
0,488.2908549766046,61.62653348249372,19.00631420913196,4.952872541997452,2
0,442.04756230819856,55.479238279231865,14.697211194112915,4.767751160804339,2
0,451.7579274830338,26.761191848597296,17.619827264354036,5.035913831758432,2
0,150.81312224518513,32.601481979990105,15.304015355458098,4.544521895467584,2
0,309.6419223200607,34.880914788190324,16.466725484944057,5.198955847946036,2
0,186.21493109823095,67.06574110956657,16.962089941219006,4.772374429029735,2
0,406.5910967998853,49.39907063382137,16.553305748992393,5.118225444074579,2
0,195.61962828415912,75.84919783120877,14.672430846285051,4.751855163055371,2
1,408.94996214005545,78.30408943299507,16.689269586898963,4.803251471597588,2
0,508.0261664300945,54.12930143106899,14.255629568459767,4.580939609607264,2
0,564.789146000449,50.953029283343845,16.615332591050326,4.88909529128212,2
0,206.94490649934477,45.1767542373631,19.96982350099149,5.160607151149336,2
0,63.35879099495234,65.98011555457893,16.047073161350156,4.847705686216361,2
0,242.01078925098315,61.27342278839519,20.042447408323696,4.883037890203193,2
1,151.2267598737597,36.005048987298714,19.26292028561242,5.050527765749375,2
0,239.7985728836133,63.81300556455008,19.91522610221428,5.162010750195547,2
0,83.76070561197551,24.92868723887395,14.98476269176208,4.884186965649144,2
0,486.9650013401643,24.45715567379333,16.40298960251736,5.011036820892546,2
0,184.47220300903027,73.26338713822955,14.593571142174222,4.882692370781494,2
1,274.10771114781875,60.53482365856864,14.924460461724946,5.152709713300655,2
0,333.0726160380269,61.8883809888066,20.39193118722813,4.507365441580115,2
0,401.4436535407637,57.666629431591474,15.834823932635906,5.090661688106957,2
1,183.0126349701316,34.528164241671945,15.404460013292992,4.542056420995511,2
0,571.9886666803204,38.39771875872137,20.02729496110826,4.787058159416831,2
0,319.6888583453661,28.66388923899823,19.663469404368712,5.118574927956889,2
0,589.8513247085609,29.714051821352214,20.782564374327947,4.921269171725438,2
0,229.6905526561549,55.317972798876575,19.02622095136622,4.907712971836039,2
0,574.3710049355997,20.948306097067487,18.98438478453211,4.991908817931998,2
1,161.8902869175618,76.88075942711279,14.973894825556872,4.677329322731014,2
0,361.6855710954419,36.20469053646206,16.299919614320675,4.869141452601928,2
0,541.7175861691397,47.00243783490966,14.626126343282476,4.92870080585407,2
0,58.11524529612373,62.42089456091733,17.743066789320842,4.6400488834104845,2
0,360.8705020916061,51.56757162108676,15.799826609394175,5.156032571792433,2
1,342.38073221868547,55.86076803967614,20.299589124247916,4.745531616832062,2
0,220.75518339645237,78.39696936697683,16.044910619233427,4.776897860841645,2
0,188.1291197005365,35.479483704390496,14.919978748507004,4.706346903437431,2
0,202.45613656837307,60.41006015884638,17.524664594736798,4.586705406943513,2
0,528.0626137740553,67.43643205970261,17.285484221698702,4.654965728662384,2
0,561.4824837870419,60.560491919943935,19.842735663104435,5.08924053090641,2
0,379.9879296881462,34.291859413320125,15.424398647867015,4.717250047620401,2
1,418.2845187914824,69.17879012008976,18.12202654018388,4.969836551416087,2
0,88.066946419692,20.65268715691821,15.82221265471418,5.171859129865362,2
0,165.36500211172643,48.30110689386675,15.511288716125431,4.608117924694757,2
0,328.8124960267432,52.5427268674089,15.536906785465936,4.840882410661772,2
0,421.93440248287607,31.04977269636329,17.585730125395195,4.637349399427882,2
0,492.5571697029498,21.015601420224584,16.606300026183796,4.745117767796213,2
1,336.5342425616319,78.52581748511585,16.214474859177958,5.083779528998754,2
0,220.2239465542488,41.244935377936,17.992864691864305,4.657686290687687,2
0,200.1374131682002,66.75989793835382,18.881411887012018,5.068659273757406,2
0,135.22532794278533,24.949276297163504,17.006181499029513,4.821788979068396,1
0,425.31134586817257,28.079646715620846,14.179024933670156,4.7095847156388055,2
0,65.5967061350041,74.4827222405407,18.06788935227418,4.601819043395519,2
0,475.1615429124372,55.07522746151239,15.66974239476932,4.506618074312041,2
0,146.1921697850421,64.0605440597505,15.755508952608064,5.096207986233075,2
0,273.6661064978785,73.80477959467831,17.165910386147146,4.958126600578696,2
0,411.877323612529,23.26628721815089,17.37518664543957,4.5813645836526105,2
1,560.0367606914942,48.53748685029392,16.23777196381923,4.572152557023806,2
0,568.039341865069,39.90311516550885,14.62183287610909,5.124669864596736,2
0,423.9244416436019,63.62195016717105,19.01066120143077,4.554894017399112,2
0,344.4889774722913,53.66362593852652,15.948501326913604,5.197102701387349,2
0,578.832590870237,45.11447296446492,15.384981412185075,4.779192455967977,2
0,528.039612675987,30.54276258959381,20.341706498078704,4.9006261328255,2
0,474.7356863867252,69.15679530173446,16.767735344149283,4.572131204286198,2
0,107.41571349874448,78.6489932112093,19.409251487168145,4.890951688980518,2
0,198.54117606536644,27.036094825419998,20.969837014523343,4.81663109852738,2
0,359.6760590125472,70.16141029151687,20.560435845236235,5.108977663822293,2
0,81.06666660300094,35.83062376588826,15.166914318380758,4.508073407033306,2
0,356.49389992332243,62.50019253529373,14.94572765858928,4.737715244029552,2
0,473.1434203839148,28.410891982850863,17.31503383101512,4.931923359693356,2
0,381.3490892858589,44.46683198753601,18.967731501727982,4.72666715276512,2
0,329.66036964735264,37.000942417570776,19.70539703122269,4.983331666961872,2
0,513.6965195104033,73.77684638599382,17.86548020574397,5.041895972550432,2
0,245.43582932001203,39.61898455983744,16.881072850570476,4.937008806874609,2
0,202.42415573255323,33.97841767773944,18.361633736110264,4.671822972496157,2
0,410.2758801762882,68.5247041225571,17.257775956605677,4.95558848917221,2
0,313.9414068212873,43.7744476058142,20.548357052297145,4.656846326958638,2
1,104.06726987898756,29.775995559424278,18.92186202368751,5.11201546971908,1
0,437.0927651163506,42.2392257892924,16.53456513968127,4.668905548306261,2
0,173.04273068912133,28.339387822149902,15.846469960693277,4.70732800464204,2
0,418.3397801743301,52.78933774906729,17.30730807208294,4.726779847643948,2
0,582.2560219387508,61.599312020417926,15.479390910514445,4.929743800923755,2
0,415.34435262556434,39.98987968167264,20.003551828302594,5.117820517865821,2
0,290.7482505308249,54.75805440989583,20.00948595964577,5.175758570970855,2
0,442.6804178399029,61.465753980625394,17.189685907450215,4.920973687567997,2
0,84.20149685197539,36.934657038450254,15.132729625606974,5.005006379102099,2
0,285.53128602737365,20.51021787842928,14.247443349769329,4.694337213717887,2
0,199.15552155310505,44.07313579466854,20.504358110513543,5.142620981551254,2
0,214.36840651376372,24.41910635414822,17.781001893383404,4.9329132642129885,2
0,336.5334784077949,57.58255067206756,18.961183900596204,4.601697697346961,2
0,280.99848782874386,77.36971925957195,17.624049224013426,4.930908848632897,2
0,496.964788403376,47.64262779301112,15.254002690523883,4.559268001703043,2
0,316.5838082943487,76.93963775302309,19.740959161439708,4.859352591270879,2
1,192.75537828985316,56.61330359738957,20.529598027873504,5.083520094111442,2
0,557.6658013253384,36.92843422684933,14.570914228991285,4.931980615657295,2
0,455.7200048761199,65.5110572324848,20.416935924106877,5.05554849058997,2
0,52.77551047915928,22.91621873307633,18.60214977984245,5.078911308352934,1
0,150.23998321108223,60.08125417216503,18.54885073185596,5.11887037356788,2
0,144.1188947241872,43.39283860052973,20.12297995080216,4.699228616256347,1
1,529.5715251890394,33.5453447144224,18.110495771473715,5.076657894864327,2
1,209.51273667233505,28.24197064666032,17.887692006853,4.957191410774773,2
0,420.57750549462,43.508499297208914,15.481273733946011,4.649767448276632,2
0,202.30466698610695,47.55695378411843,17.199004811756936,5.184271408380771,2
0,333.2585192220901,53.99131898034436,14.634263399647544,5.041971990684224,2
1,272.8035909646969,38.35979039608199,15.506223629587236,4.55335658280451,2
0,470.7305985651552,25.695519141121665,15.042322763169947,4.891215390802738,2
1,225.75201840925405,46.42161744717438,15.468751323919172,4.845664994779828,2
0,511.3232561072997,46.75246480726865,16.873574269988733,5.172654119572173,2
0,89.2251143550594,32.79309058167911,19.8018530771354,4.937589844023675,1
0,229.7344070373477,23.13907412110704,17.353656618648376,4.859997520911364,2
0,504.2891925894953,72.83513045144291,20.20601480435411,4.832175135108037,2
0,507.0676504352774,50.3249138956984,15.23528201068488,4.761151963267935,2
0,96.75373224293256,72.56767884893043,19.36248936312774,4.796633397114824,2
0,118.7535217544903,74.85846236916497,19.230568100492015,4.581048700116425,2
0,451.9004770617767,58.19050517499411,16.23499907665887,4.823958483521352,2
0,147.06407814553685,69.0688539052111,17.544662054226965,5.070200672644191,2
0,437.443475681302,39.13516700927755,18.940763571364315,4.772371666553518,2
1,255.40423615551765,73.06866152531987,16.26544325114346,4.997264315127051,2
0,212.0282780081771,61.254997925344185,20.860844521521024,4.537512164885438,2
0,102.22997650080322,75.6766325119356,14.186617470335744,4.709703003796769,2
0,146.06973416133314,53.50040427357289,16.167776016072573,4.771013362669309,2
0,72.41964327177858,32.99245931105643,15.943267521867533,5.077970451275657,2
0,533.6384505577203,76.93739767657965,15.901509590596518,5.132007676251705,2
0,371.88303718318366,24.97242339552655,20.322919411565948,4.8644858502835255,2
0,447.441356764657,63.053165986984816,18.5656162240494,4.77328664047994,2
0,445.8141402332637,61.00315008600594,15.748334187924376,4.663486594151313,2
0,384.6323104679406,73.04780501673193,19.93588771448674,4.503117519356928,2
0,343.6167868045966,51.96160968988935,20.097290587347494,5.082644869907017,2
0,135.32800146999034,24.444470779318195,20.750279796920463,4.55741772815155,1
0,408.1995065120947,35.21595723268584,15.31936697825106,4.724399233330441,2
0,397.6156276262017,36.39932829118866,17.904764190985656,4.928569968101955,2
0,450.42373792263743,62.43961117870457,17.546195854521994,4.619010414159989,2
0,236.05183854225496,42.41163039134764,19.908323227436803,4.831256106828928,2
0,302.09075859711095,52.93816308197192,15.081516591973552,4.849287081827599,2
0,137.59778070766947,30.390125167230035,17.003877103165962,5.070660417456232,1
1,176.8205069915591,48.923843590395634,17.40509433860233,4.643468454618575,2
1,324.1359782190537,76.96825474349879,17.157170407081317,4.993787108865273,2
0,497.5148404189137,42.05900065116438,19.32723946791892,4.555553538790978,2
0,81.600619515523,60.679787156431615,17.672220393629523,4.900413941296024,2
0,420.01263765684826,28.637133784177852,18.54028108470074,5.176045563862279,2
0,265.1971124141045,42.698209378612304,17.258066802781833,4.838319508114216,2
0,110.2623738300502,53.29213898765988,17.354875116422413,4.991645506206667,2
0,149.8171483144814,28.52712342925794,18.14203692194492,4.987975326779356,1
0,368.17830789953655,34.931626570363086,14.585510899297834,4.853303763598361,2
0,250.5188603853891,72.48846671885585,14.233743883354116,4.92654622241923,2
0,331.3324766162796,28.960490927931588,17.87074952612091,4.708769276548209,2
0,258.7040514102438,30.064952906242542,20.582530679787727,4.797025767243061,2
0,584.8610109144141,76.15773740122583,19.033559258230675,5.180361925257166,2
0,491.53621684826686,40.32640486704833,15.474220832241686,4.539030897036136,2
0,416.6988151965318,59.66116498884377,14.190294496809395,4.520164360652306,2
1,276.2814656515702,64.85194999728915,16.97636201498617,5.109347331237429,2
0,303.3816628786328,39.33979931760668,14.7589813086094,4.511491713248905,2
0,582.6479054404713,41.293343544951135,15.227537878342345,4.521475671346728,2
0,552.6718454487163,51.91679958194168,19.00389739857855,5.02429095587138,2
0,322.96689619154154,52.22451285795984,19.467783281684557,4.961445059788446,2
0,458.6982797990453,36.98871373532527,14.756675847581873,4.635273481243031,2
0,105.23448402302164,53.32654715396096,18.277898543357068,4.519644583530814,2
0,129.47923524718323,30.094294062103145,18.923211660493145,5.022472819546618,1
0,58.697810364813336,58.46202961989417,18.53756738765252,4.645705630709093,2
0,445.5149431466433,72.61792982427941,15.906519963626646,4.5101817596180735,2
0,482.9101583838103,28.27454623101976,17.446437531101587,4.620139496030491,2
0,258.0876752508692,61.81347158201444,18.55687133791857,5.035078369332554,2
